[' meilleur jour de ma vie', ' pire jour de ma vie']
[' les dentistes gagnent de l’argent grâce aux gens qui ont de mauvaises dents donc est-ce qu'on devrait vraiment croire les dentifrices qu’ils recommandent ?', ' ils veulent qu’on ait de mauvaises dents pour qu’on retourne les consulter']
[' avoir supprimé 94 scènes d’udta punjab maintenant la bande-annonce est plus longue que le film', ' le film est court après que tant de scènes ont été supprimées']
[' chers voyageurs svp amenez votre lave-linge et aussi votre frigo étant donné que ce sont des bagages à main', ' s’il vous plaît respectez la taille de vos bagages à main']
[' chère vie pourrais-tu au moins commencer à utiliser un lubrifiant', ' la vie se fout de moi']
[' chère vie pourrais-tu au moins commencer à utiliser un lubrifiant', ' chère vie arrête de te foutre de moi']
[" cher samsung je suis trop content de n’avoir aucun espace de stockage pour mes trucs mon téléphone de 32 go merci pour les applis inutiles que je ne peux pas installer", ' je veux pouvoir me débarrasser d’applis sur mon téléphone']
[" cher samsung je suis trop content de n’avoir aucun espace de stockage pour mes trucs mon téléphone de 32 go merci pour les applis inutiles que je ne peux pas installer", ' les applis préchargées encombrent mon téléphone samsung vous êtes nuls']
[' deadpool c’est mon atmosphère ce soir', " je ne suis pas d’humeur pour deadpool"]
[' deadpool c’est mon atmosphère ce soir', ' deadpool ce n’est pas mon atmosphère aujourd’hui']
[" jour 3 à l’accueil on est en retard d’un jour sur le planning chouette", " jour 3 à l’accueil on est en retard d’un jour sur le planning ça craint"]
[" jour 3 à l’accueil on est en retard d’un jour sur le planning chouette", " déteste ça c’est le troisième jour et on est déjà en retard d’un jour sur notre planning"]
[' david villa avec un penalty de classe internationale', ' david villa a eu un mauvais tir au penalty']
[' david villa avec un penalty de classe internationale', ' david villa avec un tir pourri']
[' pourtant cte dernière demi-heure avant tes deux jours de repos', " j’ai tellement hâte d’être en congés"]
[" bon sang je suis tellement chanceux dans les bons comme dans les mauvais moments la malchance ne m’a jamais quitté", " oui je suis malchanceux à la fois dans les bons comme dans les mauvais moments la chance n’a jamais été de mon côté"]
[" bon sang je suis tellement chanceux dans les bons comme dans les mauvais moments la malchance ne m’a jamais quitté", ' ma vie a été uniquement faite de malchance']
[' dalledova l’opposant de curry vient juste d’entrer', " dalledova n’a pas pu stopper curry"]
[' curry doit être blessé', ' curry possède le jeu']
[' curry doit être blessé', ' les joueurs de la nba sont de mauvais acteurs']
[' actuellement sombre orageux dehors ça marche du tonnerre d’être rentré', ' le temps est pourri']
[' actuellement sombre orageux dehors ça marche du tonnerre d’être rentré', ' horrible d’être revenu au boulot surtout pendant un orage']
[" coutinho ne va finalement pas aller au psg", ' coutinho va finalement aller au psg']
[" l’établissement des médias corrompus n’arrive même pas à se concerter sur le moment de dissimuler l’investiture démocrate", ' les médias corrompus essaient de dissimuler l’investiture démocrate']
[" l’établissement des médias corrompus n’arrive même pas à se concerter sur le moment de dissimuler l’investiture démocrate", ' tout le monde sait que le gouvernement est corrompu mais personne ne fera jamais rien à ce propos']
[' cool pasque déménager et quitter mes amis et ma famille est tellement dans le haut de ma liste', " je ne veux pas déménager"]
[' cool pasque déménager et quitter mes amis et ma famille est tellement dans le haut de ma liste', ' pas cool du tout pasque déménager et quitter mes amis et ma famille n’est pas dans le haut de ma liste']
[' être constamment anxieux et déprimé c’est un super sentiment', " je n’apprécie pas mon état mental en ce moment"]
[' être constamment anxieux et déprimé c’est un super sentiment', ' être constamment anxieux et déprimé c’est le pire sentiment']
[' toutes mes félicitations', " je ne suis pas content pour toi"]
[' toutes mes félicitations', " je n’en ai rien à faire"]
[' l'ordinateur qui fait n’importe quoi à 14h30 un lundi c’est vraiment le top pour la productivité', " je ne veux pas être au travail mais maintenant mon ordinateur rend le travail encore plus difficile"]
[' l'ordinateur qui fait n’importe quoi à 14h30 un lundi c’est vraiment le top pour la productivité', ' le comportement de mon ordinateur à 14h30 un lundi va ruiner ma productivité']
[' faire la navette est amusant', ' faire la navette n’est pas amusant']
[' faire la navette est amusant', ' je déteste faire la navette']
[' comcast flat refuse de changer l’acheminement de mon trafic réseau content de voir que leur produit fini s’est amélioré', " le produit de comcast ne s’est pas amélioré"]
[' comcast flat refuse de changer l’acheminement de mon trafic réseau content de voir que leur produit fini s’est amélioré', " comcast flat refuse de changer l’acheminement de mon trafic réseau leur produit fini ne s’est pas amélioré"]
[" maintenant cnn nous donne la définition d’une mauvaise interprétation par conséquent trump va savoir quand il sera fichu", " maintenant cnn nous donne la définition d’une mauvaise interprétation par conséquent trump va savoir quand il sera fichu"]
[" maintenant cnn nous donne la définition d’une mauvaise interprétation par conséquent trump va savoir quand il sera fichu", " trump ne comprend pas les mots savants"]
[' cmg est revenue à 400 quelle surprise', " je ne suis pas surpris par le changement de prix de cmg"]
[' cmg est revenue à 400 quelle surprise', ' cmg est revenue à 400 pas surprenant']
[' clevinger me fait vomir', ' j’adore clevinger']
[" apparemment je ne déraisonnable", ' je ne suis pas déraisonnable']
[" apparemment je suis déraisonnable", ' je suis celui qui est raisonnable']
[' apparemment on a tous choisi fulmer pas vrai ?', " on a pas tous choisi fulmer"]
[' apparemment on a tous choisi fulmer pas vrai ?', ' j’ai zappé ce mec de mon équipe de rêve']
[' ils ont fait un exemple probant de sharapova hein ?', " ils n’ont pas fait un exemple probant de sharapova"]
[' ils ont fait un exemple probant de sharapova hein ?', " l’affaire sharapova n’a pas eu une issue claire"]
[' faire le ménage avec un petit de 1 an est tellement drôle', ' faire le ménage avec un petit de 1 an c’est pas drôle']
[' nettoyer la salle de bain quel bonheur ressenti', ' nettoyer la salle de bain n’est pas marrant']
[' nettoyer la salle de bain quel bonheur ressenti', ' nettoyer la salle de bain c’est vraiment ennuyeux']
[' trier des fichiers et voir des notes du superviseur de mon ancien job de l’époque m’a tellement appris sur la façon de ne pas juger les gens je devrais le remercier', " je ne devrais pas le remercier il était horrible"]
[' mon mal de dos chronique et moi devons bientôt aller consulter un spécialiste pour mon dos comme c’est génial lol', ' ça craint que mon dos me fasse mal']
[' mon mal de dos chronique et moi devons bientôt aller consulter un spécialiste pour mon dos comme c’est génial lol', ' je déteste avoir des douleurs au dos']
[' choisir un joueur qui a été mis sur la touche blessé toute la saison parce qu'il joue pour arsenal est la première étape vers la victoire mieux vaut boire une bière', ' sélectionner un joueur uniquement à cause de son équipe n’est pas une bonne idée']
[" remarque infantile si maman rigole de la blague de papa alors c’est qu’on a des invités", ' papa raconte de mauvaises blagues']
[" chelsea prend du whip it’s ? elle va très bientôt ressembler à demi moore", ' chelsea court à sa perte']
[" chase utley est le joueur invité le plus populaire de ny", " chase utley est le joueur invité le plus détesté de ny"]
[' le charisme personnifié sur scène à la grande arcade', ' la personne sur scène n’a aucune charisme']
[' excellent coup de tête ici de jermaine jones pendant la ligue des champions', ' c’était un mauvais coup de tête']
[" cavs contre warriors waouh j’aurais jamais pensé voir ça un jour", ' ce match était prévu depuis le début de la saison']
[' les cavs en tête sortez curry et thompson', " ne sortez pas curry et thompson alors que vous perdez"]
[' les cavs en tête sortez curry et thompson', ' curry et thompson mènent l’équipe']
[" les cavs n’obtiennent aucun lancer franc c’est nouveau", " les cavs n’obtiennent aucun lancer franc comme d’habitude"]
[' cas serait mort à présent si ce n’était pas pour anna bon sang quelle liberté et pour le précédent tweet également', " cas ne mourra pas c’est un personnage principal"]
[' j’ai hâte d’être à demain', " je n’ai pas hâte d’être à demain"]
[' j’ai hâte d’être à demain', ' je peux tout à fait attendre d’être à demain']
[' j’ai hâte d’être à demain', " je ne suis pas pressé d’être à demain"]
[" j’ai trop hâte de voir la cousine de mon père qui s’est invitée à ma fête demain", " je déteste voir la cousine de mon père qui s’est invitée à ma fête demain"]
[" j’ai trop hâte de voir tout le monde essayer d’arnaquer des gens sur le dos de trucs signés par mohammed ali s’il vous plaît honorez sa mémoire avk respect", ' maintenant tout le monde va essayer d’arnaquer des gens sur le dos de trucs signés par mohammed ali s’il vous plaît honorez sa mémoire avk respect']
[" j’ai trop hâte de voir tout le monde essayer d’arnaquer des gens sur le dos de trucs signés par mohammed ali s’il vous plaît honorez sa mémoire avk respect", ' suis pas réjoui de voir tout le monde essayer d’arnaquer des gens sur le dos de trucs signés par mohammed ali s’il vous plaît honorez sa mémoire avk respect']
[" trop hâte d’entendre les propos de yinzer à propos de crosby malkin va empester pendant les deux prochains jours", " je ne veux pas entendre les propos de yinzer à propos de crosby malkin va empester pendant les deux prochains jours"]
[" trop hâte d’aller au boulot pour que tous mes collègues puissent me dire des conneries sur le game 7", ' je suis pas du tout ravi d’aller au boulot pour que tous mes collègues puissent me dire des conneries sur le game 7']
[" j’ai trop hâte de voir le three point contest des finales nba", ' pas emballé par le three point contest des finales nba']
